Duration,Refund_Policy,Description,LowPrice,HighPrice,Currency,Organizer,EventStatus,StartTime,EndTime,Title,Subtitle,url,City,Ticket_Type
NA,Contact the organizer to request a refund.,"Do you spend your time playing with Ouija boards and watching spooky videos indoors? Yawn. Newsflash: your twenty-year-old house is about as haunted as YouTube – MySpace at a push. The future (and past) is outside, in real life, where all the creepy buildings, monuments and verifiable sites of ghost sightings are. With this in mind, we’re inviting you to visit places that are truly haunted. Let that sink in for a moment. The route you will follow is full **of haunted and spooky places, mysterious clues and challenges, and real facts/accounts** from the past and present. The experience will play out like you’re the main characters of a movie, only that you’re experiencing everything in the first person! **Fun dialogue, intrigue, and unexpected interactions** are guaranteed. Let's play a real-world adventure! HOW IT WORKS❓ 1. Book your tickets 🎫 2. Download the Questo app - it's free 📲 3. Head to the starting point📍 WHAT YOU’LL DO The game is an interactive activity where you are guided by a mobile app through the city. With it, you follow directions and solve very fun puzzles, riddles, and cryptic codes. During the game, you will also visit popular and hidden places in the city while learning fun (and we mean it) stories about them. This is a storytelling experience just as much. The people doing these city exploration games gave them an average rating of 4.7/5 around the world. Join the playground too! ------------------ More about Questo 🚶‍♀️ Questo is an urban entertainment platform offering thematic real-world exploration games. It is currently available in over 130 cities 🌎 and has entertained hundreds of thousands of players already. As of today, the app offers more than 300 different experiences created by a growing network of local content creators and event organizers.",11.99,34.99,EUR,Questo - City Exploration Games,https://schema.org/EventScheduled,2024-03-12T11:00:00Z,2024-03-12T12:30:00Z,Barcelona Outdoor Escape Game: Haunting Stories,Looking to get spooked or spook someone else? Then put on your vampire teeth and get booking: this is your opportunity to do exactly that!,https://www.eventbrite.com/e/barcelona-outdoor-escape-game-haunting-stories-tickets-517657356087,barcelona,Sold out
NA,Reembolsos hasta 1 día antes del evento,"6 years running this route and improving it everyday!
 
 This tour includes:
 -	4 Different tapas, you can choose from an extensive variety. (Vegan and gluten-free options available).
 -	4 Different glasses of traditional spanish wines from 4 different regions. (Non-alcoholic drinks also available).
 -	Small mixed tour group with the best vibe and willing to have lots of fun.
 -	Personalized experience.
 -	Professional guide with great recommendations.
 After this tour you will be in love with our wines and tapas in Barcelona!
 Other things to note:
 Different options of tapas and wines, suitable for vegan or anyone who may have an allergy.",67,67,EUR,PlayTour Barcelona,https://schema.org/EventScheduled,2024-03-11T17:30:00Z,2024-03-11T20:00:00Z,Spanish tapas and wine gastrotour in a local neighborhood,"Join us for a 2,5 hour tour in which you will experience the true spanish wine, gastronomy, and culture.",https://www.eventbrite.es/e/entradas-spanish-tapas-and-wine-gastrotour-in-a-local-neighborhood-486886028217,barcelona,Sold out
NA,Contact the organizer to request a refund.,NA,110.01,110.01,EUR,Cozymeal,https://schema.org/EventScheduled,2024-03-12T08:30:00Z,2024-03-12T11:30:00Z,Barcelona's Top Places to Explore - Food Tours by Cozymeal™,"Learn all about Barcelona's incredible culture while enjoying the city's favorite fare with Cozymeal! Join the upcoming food tour, “Barcelona's Top Places to Explore”, with Guide Jorge or Local Guide for a fun 3-hour experience with 5 tastings along the way.Cozymeal offers a variety of culinary experiences, including cooking classes, team building activities, food tours and private chef services. We’ll give you a unique, unforgettable experience hosted by incredible chefs and guides in over 70 cities across the U.S. and Canada. Book a culinary experience with Cozymeal and let theus take care of the rest.For additional information and dates visit Barcelona's Top Places to Explore",https://www.eventbrite.com/e/barcelonas-top-places-to-explore-food-tours-by-cozymealtm-tickets-786766268087,barcelona,Sold out
NA,Contacta con el organizador para solicitar un reembolso.,"Join our exciting Pub Crawl in Barcelona and experience the city's nightlife in a unique way! 🎉🍻💃 Every night of the week, we'll take you to two amazing bars and guarantee entry to the most exclusive nightclubs in the city. Don't miss this opportunity to fully enjoy Barcelona! 🌃🕺Sundays:We kick off the week at the vibrant bar ""Room"" 🍸, then head to ""The Mood"" 🎶 to start feeling the festive atmosphere, and finally, we enjoy the party at the famous nightclub ""SHO"" 🌟. Our meeting point is always at ""Room,"" where the fun begins. 🏠👋Mondays:At ""The Room"" 💥, we begin the night, continue at ""The Mood"" 🎵 to keep the party going, and end up at the prestigious nightclub ""Opium"" 🚀. Once again, we meet at ""The Room"" to start the evening. 🕺🕺Tuesdays:The fun starts at ""The Room"" 🌈, then we head to ""The Mood"" 🎉 to enjoy a lively atmosphere, and finally, we arrive at the legendary nightclub ""Pacha"" 🌠. The first bar of the night is ""The Room,"" where we gather to kick off the evening. 🎉🍸🌆Wednesdays:We begin at ""G&P"" 🍻 for an exciting night, then head to ""Forever & Young"" 🌟 to continue the fun, and finally, we reach the exclusive nightclub ""Sutton"" 🌌. The initial meeting point is ""G&P,"" where we start our adventure. 🚀🎉Thursdays:We start at ""The Room"" 💃, then head to ""The Mood"" 🎵 to keep enjoying, and finish at the legendary nightclub ""Pacha"" 🌟. Once again, we meet at ""The Room"" to start the night. 🌆🍹Fridays:At ""G&P"" 🍻, we start revving up, then head to ""Telephone"" ☎️ to keep the energy high, and finally, we arrive at the spectacular nightclub ""Ocean"" 🌊. The meeting point is ""G&P,"" where the fun begins. 🚀🌃Saturdays:We begin at ""G&P"" 🍻 for an exciting night, then head to ""La Biblio"" 📚 to keep enjoying, and finally, we reach the renowned nightclub ""Otto Zutz"" 🌟. Once again, we meet at ""G&P"" to start the evening. 🎉🕺Remember, the meeting point for each night is the first bar mentioned. Get ready to experience unforgettable nights in Barcelona with our Pub Crawl! We look forward to sharing moments of fun and dancing at the city's best venues! 💃🎉🍻",16.86,16.86,EUR,KO Pubcrwarl Madrid,https://schema.org/EventScheduled,2024-03-11T21:30:00Z,2024-03-12T04:00:00Z,Night Tour | Tour de bares | Barcelona activities | 15€,"Welcome to our Pub Crawl in Barcelona! Each night, we take you to 2 bars and guarantee entry to the most exclusive nightclubs.",https://www.eventbrite.es/e/entradas-night-tour-tour-de-bares-barcelona-activities-15-805736990027,barcelona,Sold out
NA,Contacta con el organizador para solicitar un reembolso.,"Una ciudad dentro de una ciudad. Sant Pau es el conjunto modernista más grande del mundo (ocupa aproximadamente 9 manzanas) y, también, la obra más importante del arquitecto modernista Lluís Domènech i Montaner. El Recinte Modernista de Sant Pau nació del trabajo visionario del arquitecto Domènech i Montaner. A principio de los años 1900, imaginó un hospital que ayudaría no solamente a currar físicamente los pacientes pero también sus mentes. Vio la necesidad de crear un ambiente alegre e inspirador. Declarado Patrimonio Mundial por la UNESCO el año 1997, por su singularidad y belleza artística, el Recinto Modernista está configurado como un conjunto arquitectónico formado por 12 pabellones rodeados de espacios verdes y conectados por un kilómetro de galerías subterráneas. Mosaicos, cúpulas, líneas alegres y azulejos policromados caracterizan ese edificio único. También puedes descubrir los túneles subterráneos que conectan cada edificio. En la visita al recinto, comenzarás por la Sala Hipóstila, que acogía las antiguas urgencias del Hospital. A través de los túneles, llegaréis al Pabellón de Sant Salvador, el primer edificio que entró en funcionamiento el 1916. Allá podéis recorrer la historia del antiguo Hospital de la Santa Creu i Sant Pau y conocer la obra y la trayectoria de Lluís Domènech i Montaner. La visita continua en los jardines. Paseando entre flores y plantas comprobaréis como la naturaleza fue fuente de inspiración modernista y herramienta fundamental para la curación de los enfermos. ¿Cómo era la vida en este entorno hospitalario en los años veinte del siglo pasado? Y en la ciudad de Barcelona, ¿qué medicina se practicaba? Lo descubriréis visitando la Casa de y el Pabellón de Sant Rafael, que acoge una recreación histórica y la exposición Operaciones ‘Paciente y médico, de la narración a la objetividad’. El recorrido acaba en el Pabellón de la Administración, el edificio más destacado de todo el conjunto. Os sorprenderán las diferentes salas patrimoniales, llenas de luz, colores, mosaicos, esculturas y una amplia riqueza decorativa. DESTACABLES SERVICIOS INCLUIDOS HORARIOS De lunes a domingo: 9:30h - 17h (último acceso a las 16h) Entradas cada 30 minutos Cerrado: 1 Enero, 12 Febrero, 23 Abril, 18 Mayo (Noche de los Museos), 24 Septiembre, 25 Diciembre INFORMACION ADICIONAL",0,17,EUR,Touristcheck 360,https://schema.org/EventScheduled,2024-03-12T08:30:00Z,2024-03-12T10:30:00Z,Visita libre al Recinto Modernista de Sant Pau,"Un espacio único y majestuoso, que se convierte en uno de los monumentos imprescindibles de visita de la ciudad de Barcelona.",https://www.eventbrite.es/e/entradas-visita-libre-al-recinto-modernista-de-sant-pau-323852851597,barcelona,Sold out
NA,Contact the organizer to request a refund.,"Four Special Correspondents Compete for the job of Lead Anchor at the most corrupt news station in the world. The only criteria that matters? Whoever gives the audience what they want most! Stay Informed on the news of the week with our hilarious new game show Topic Thunder - Just as reliable as the regular news, only funnier. One Tuesday a Month Show starts at 8pm (come early to grab a drink and find your seat) Tickets: 5 euros online, 7 euros at the door Come early to grab a drink. We have a full bar available (open 1 hour before the first show of the day) with beer, wine, mixed drinks, free snacks, and table games! The game consists of 4 rounds each testing the aptitudes of the special correspondents. Points will be allocated in each round & a final winner decided. Surprise BONUS Rounds for each contestent will be announced throughout the show giving the contestants a chance to win bonus points. Round 1 (What's News?): The Contestants will deliver their news of the week. Points will be given based on how interesting and funny they make it. Truth will not be taken into account. Round 2: (Think on your feet): The Special Correspondents will be given news headlines of the week and tasked to come up with one liners about the story. Round 3: (Spin The Story): The Special Correspondents will be given either positive or negative facts. Their job is to Spin The Story and make the fact seem the opposite of how they appear at first glance. Round 4: (Local News): There's 1 minute left in the show and one story left. Correspondents have to cram one more story in with limited time. Suggestions are drawn out of a hat and the contestant will have to improvise a 1 minute news story on something they know nothing about. Bonus Rounds: The Correspondents will be given tasks throughout the game to challenge their improvisation skills, with bonus points given. Sudden Death: In the event of a tie, both contestants will fight to the death in order to establish a winner. Filmed for Instagram and TikTok! Michael Maxill (John Allis) - Anchor The Candidates: Ashleigh Smashleigh Ashleigh (Vem Who) - Gold Digging CorrespondentJakob Alexander (Alex The German) - Life CoachPrincipal Burgers (Tommy Armstrong) - Education At The Comedy Clubhouse - Barcelona's dedicated English Comedy Club. At The Comedy Clubhouse we're committed to providing a space for people to relax, chat, meet new people, make mistakes, develop their craft, say stupid things, laugh, cry, detox from the internet AND learn that stepping outside your comfort zone doesn't have to be that uncomfortable. Basically, we're bringing community back baby! We run 20+ different shows a week of all different types and have had massive stars like Louis CK & Michelle Wolf perform at our club. We produce sketches and funny videos every day on our Instagram of us goofing around. We have Improv jams, Improv Workshops, Open Mics, Friendly Bartenders, Yoga Lessons, Writing Sessions & More! We have an average rating of 4.9 Stars on Google across OVER 500 REVIEWS! People that come here love the friendly tone that we set, and they enjoy having a place they can relax and be themselves. Here are some nice things people have said recently 'Pure laughs and silliness every time! Love the weekly Fat Goose shows, nice mix of newcomers and comedy pros :)' - Joe 'Funky chunky is a great plan to enjoy comedy on a Monday night. Mixed new and professional comedians trying out their jokes and brilliantly hosted by Luke and Hannah' - Albert 'A kind of hotspot for English speaking Comedy in Barcelona. A pleasant friendly bar in the main floor and a middle sized show venue in the basement. What I have seen had a nice atmosphere and was full of laughter as well. Especially the ""Midweek Crisis"" on Wednesday was a hilarious show where also little or bigger problems of audience members became funnily solved away.' - Stephen Some people don't like us, that's ok, we're not for everyone. Around 1% of the people that come here, find something they don't like. Sometimes people complain about the lack of drink variety, or about the chaotic feel of the place. Other people find that the open mic comedy event they attended didn't meet the standards they are used to on Netflix. If you come to The Comedy Clubhouse, please understand that it is a work in progress. We are constantly changing & improving and trying to develop new talent. - It's the Sagrada Familia of comedy. Just give us another 140 years and it'll be perfect :) Join our WhatsApp regulars chat for a weekly update on all the different things we have going on. Or Follow us on Instagram (@TheComedyClubhouseBcn) or subscribe on YouTube... Or just come and hang out. We're here every day :).",5.77,5.77,EUR,The Comedy Clubhouse BCN,https://schema.org/EventScheduled,2024-03-12T19:00:00Z,2024-03-12T20:30:00Z,Topic Thunder • Comedy Game Show in English,Four Budding Special Correspondents Compete to Become The Lead Anchor at the most Corrupt News Station in the World!,https://www.eventbrite.es/e/topic-thunder-comedy-game-show-in-english-tickets-695228837167,barcelona,Sold out
NA,Contact the organiser to request a refund.,"O﻿UR INSIDER OFFER: W﻿e are offering you the chance to sign up for Mx3 Barcelona at a rate that includes a free 4* hotel night. It is an exclusive Insider Offer available only to you.  We are extending the offer to you because you: The offer is available for the first 50 bookings with a ""block booking"" value of €160 per night for a 4* hotel room, which will be included with the ticket. Our launch offer is available until 30 September after which rates will become progressively more expensive as we get closer to the event date. ABOUT Mx3 BARCELONA: Mx3 Barcelona is a creative, international and in-person gathering dedicated to media and their media-tech enablers driving specialist media, that is media building and serving communities around special interest verticals, into the future. Attendees are creators and consumer and B2B media, marketing  and information companies, consultants and media-tech  innovators.  I﻿t follows our highly successful launch edition in Berlin in October 2022. With the Internet fragmenting audiences into silos serving even the narrowest of interests, specialist media is a robust, vibrant and thriving sector. New technologies such as AI offer further scope for innovation. Even general interest media are getting in on the act,  investing and acquiring specialist media products and services to serve well-defined  communities. From the independent newsletter or podcast creator to the multi-brand multi-national, they have one thing in common. That is to serve and monetise enthusiasts and professional communities around their topics of choice. In-person and off the record: I﻿f you are not in the room, you are not in the conversation Mx3 Barcelona is dedicated to this exciting  sector. It is a creative event with Our promise to you builds on three pillars Our launch offer is currently live. A﻿part from event admission, tickets also include our evening networking event on the middle evening of the event, and, only for our Insiders,* one free hotel night. *﻿Insiders will have: Mx3 Barcelona will build on the phenomenal success of the launch event in October 2022 in Berlin, Germany. Here's what a few of those attendees told us afterwards. Join us for the next Mx3 in Barcelona  on 12 and 13 March 2024!",598,598,EUR,Media Makers Meet (Mx3),https://schema.org/EventScheduled,2024-03-12T07:00:00Z,2024-03-13T16:00:00Z,Mx3 Barcelona  - The Insider Free Hotel Night Offer,"Mx3 Barcelona is a gathering of Global Leaders, Innovators and Mavericks in Media and Media-Tech driving Specialist Media into the future.",https://www.eventbrite.co.uk/e/mx3-barcelona-the-insider-free-hotel-night-offer-tickets-686399307807,barcelona,Sold out
NA,Contacta con el organizador para solicitar un reembolso.,"Vive el modernismo a través de una clase al aire libre de Vinyasa Flow Yoga en uno de los edificios más emblemáticos de la Diagonal: Casa les Punxes en el coworking de Cloudworks. Un espacio para conectar con tu cuerpo y liberar tu mente. Reservable con cualquier membresía de Frizzant. En invierno, la sesión es indoor. Localización: Avinguda Diagonal, 420 - Experience modernism through an outdoors Vinyasa Flow Yoga class in one of the most emblematic buildings on Diagonal: Casa les Punxes at Cloudworks co-working . A space to connect with your body and free your mind. You can book the class with any Frizzant membership. In winter, the session is indoors. Location: Avinguda Diagonal, 420 Clase bilingüe (ING/ESP) Bilingual class (ENG/SPA) *Para mantener la armonía y energía de la sesión no se permite la entrada a la clase pasados 5 minutos. No se realizará cualquier tipo de reembolso. *To keep the harmony and energy of the session, entry to the class is not allowed after 5 minutes. No refund will be made. NO INCLUYE SERVICIO DE DUCHAS DOESN'T INCLUDE SHOWER SERVICE",11.32,11.32,EUR,Frizzant,https://schema.org/EventCancelled,2024-03-12T07:00:00Z,2024-03-12T08:00:00Z,Vinyasa Yoga en edificio modernista Casa les Punxes,Vive el modernismo a través de una clase al aire libre de Vinyasa Flow Yoga en uno de los edificios más emblemáticos: Casa les Punxes.,https://www.eventbrite.es/e/entradas-vinyasa-yoga-en-edificio-modernista-casa-les-punxes-721177841337,barcelona,Sold out
NA,Contacta con el organizador para solicitar un reembolso.,"El Museo del Agua y el Tejido de Manresa (MAT) fue inaugurado en 1992 dentro de los impresionantes depósitos de agua de la ciudad, hoy vaciados y restaurados. Desde 2009 acogen dos exposiciones que nos cuentan por un lado la importancia de la llegada del agua a la ciudad gracias a la construcción de la acequia de Manresa, un impresionante canal de 26 kilómetros construido en el siglo XIV y que sigue abasteciendo el territorio hoy en día, y por otro la evolución de la industria textil catalana desde finales de la edad media hasta nuestros días, la cual cuenta con un conjunto de maquinaria única por su variedad y buen estado de conservación.  SERVICIOS INCLUIDOS HORARIOS Los domingos a las 11:30 posibilidad de realizar visita guiada sumando 2€ por entrada, duración aproximada de la visita 1 hora 30 minutos. Fechas No disponibles:  INFORMACIÓN ADICIONAL",0,5,EUR,Touristcheck 360,https://schema.org/EventScheduled,2024-03-12T09:00:00Z,2024-03-12T12:30:00Z,Entradas para el Museo del Agua y el Textil de Manresa (MAT),"Descubre la historia y desarrollo de la industria textil catalana y manresana, desde finales de la edad media.",https://www.eventbrite.es/e/entradas-entradas-para-el-museo-del-agua-y-el-textil-de-manresa-mat-109816995590,barcelona,Sold out
NA,No se hacen reembolsos,Si has reservado en Oca Loka Game tu partida ya puedes reservar los menús o catering para tu fiesta. Menú económico Incluye: A escoger entre: -Berlina o croissant o medio bocadillo de jamón york o fuet. -Agua o zumo *Precio por persona,0,0,EUR,La Posada de la Oca,https://schema.org/EventScheduled,2024-03-11T18:00:00Z,2024-03-11T20:00:00Z,Menú infantil 3€,Mínimo 10 personas,https://www.eventbrite.es/e/entradas-menu-infantil-3-807299453397,barcelona,Sold out
8 horas,NA,"Political Watch, in collaboration with the Global Democracy Coalition, is organizing the European GDC Forum, taking place on March 12th in Barcelona, Spain. This event offers great opportunities for civil society organizations, academia and administrations to discuss democratic development in Europe and to build momentum in the lead-up to the third Summit for Democracy (S4D), during which key insights from the Regional Forums will be shared and discussed. The event will take place in Barcelona, and it will be streamed live, if you want to assist to the event online please go to our youtube channel: https://www.youtube.com/watch?v=gUD4KAb5R_w More information about the event: http://gdc-forum-europe.politicalwatch.es/",0,0,ARS,Political Watch y la Global Democracy Coalition,https://schema.org/EventScheduled,2024-03-12T09:00:00Z,2024-03-12T17:00:00Z,European Global Democracy Coalition Forum,The Global GDC Forum will bring diverse insights from our regional dialogues and delve into a discussion on the global state of democracy.,https://www.eventbrite.com/e/entradas-european-global-democracy-coalition-forum-844642066157,barcelona,NA
1 hora 30 minutos,NA,"A l’hora d’escollir on estudiar és indispensable tenir tota la informació possible per tal de prendre la decisió més adequada. Si assisteixes a les jornades de portes obertes de Deià, podràs conèixer: — Informació pràctica sobre tots els estudis, com les proves d’accés o el procés de preinscripció. — Presentació del pla d’estudis i la metodologia. — Les instal·lacions del centre. — També podràs resoldre tots els dubtes que et puguin sorgir. Així que ja saps, registra’t a les teves Portes Obertes per tal d’assistir i coneix-nos de més a prop. Recorda que si vols pots venir acompanyat amb la família o els amics. T’hi esperem! Més informació sobre els cicles de grau superior de disseny d'interiors:",0,0,EUR,Deià Escola d'Art i Disseny,https://schema.org/EventScheduled,2024-03-12T17:30:00Z,2024-03-12T19:00:00Z,Portes Obertes a Deià: Grau Superior Disseny Interiors,Vine a les Portes Obertes de Deià i descobreix el que et podem oferir en el teu camí formatiu.,https://www.eventbrite.es/e/entradas-portes-obertes-a-deia-grau-superior-disseny-interiors-803117685617,barcelona,NA
2 hours,NA,"Los impactos de las crisis ecosociales son cada vez más evidentes. Fenómenos como la prolongada sequía, incendios de sexta generación, degradación de los suelos y pérdida de biodiversidad están teniendo consecuencias graves para la sociedad, y se espera que empeoren en el futuro. Frente a estos desafíos, los movimientos ecologistas señalan la falta de voluntad y acción política adecuada para hacer frente a estas crisis. Al mismo tiempo, encaran una creciente y preocupante represión a nivel nacional y europeo. En España, se han producido detenciones e imputaciones de activistas de colectivos ecologistas en los últimos meses, incluyendo a periodistas que cubrían las protestas. El Informe anual de la Fiscalía de 2023 mencionó el término ‘terrorismo’ en relación con grupos activistas como Rebelión o Extinción y Futuro Vegetal. Además, la retórica de la extrema derecha está contribuyendo a estigmatizar aún más el activismo ecologista, al retratarlo como ‘radical’ y ‘peligroso’. Estas tendencias también se observan en otros lugares de Europa; por ejemplo, en Francia, donde el movimiento Soulevements de la Terre (Levantamientos por la Tierra) enfrentó la ilegalización, aunque esta medida fue luego revocada. Estos acontecimientos subrayan la urgente necesidad de abordar la criminalización del activismo ecologista y explorar estrategias para proteger los derechos civiles. Por este motivo, el JHU-UPF Public Policy Center presenta el próximo Policy Dialogues: “Criminalización del movimiento ecologista en tiempos de crisis ecosocial”. En esta sesión, se explorará el tema desde diversas miradas y experiencias, incluyendo las del activismo, periodismo, derecho y política. Se buscará comprender las causas estructurales y políticas de la represión, así como sus implicaciones para la sociedad y la democracia. El panel contará con las siguientes ponentes: Mar Sala: Periodista audiovisual y comunicadora. Actualmente, en El Salto Diario, un medio cooperativo que apuesta por un periodismo sin financiación de grandes empresas y que es altavoz de movimientos sociales, locales e internacionales. Hace tiempo que cubre protestas y temas relacionados con la justicia climática y social. Javi Raboso: Sociólogo por la UCM. Responsable de la campaña de Democracia y Cultura de Paz en Greenpeace España y miembro de la Comisión Legal Sol, un colectivo surgido del movimiento 15M en Madrid, que proporciona defensa legal a activistas y asesora a colectivos y movimientos sociales. Participa también en No Somos Delito y Defender a Quien Defiende, dos plataformas que trabajan por el derecho a la protesta y por la derogación de la ley mordaza y otras formas de represión. Elena Isidro Higueras: Estudiante de máster de Ecología, gestión y restauración del medio natural en la Universidad de Barcelona. También es activista climática desde hace tres años. Ha colaborado con distintos colectivos como End Fossil Barcelona y Futuro Vegetal. Ha sido arrestada en cuatro ocasiones y ahora mismo enfrenta un proceso represivo por el cuál se le acusa de dirigente de una organización criminal. Jordi Mir Garcia: Profesor del departamento de Humanidades de la Universidad Pompeu Fabra y de la Facultad de Ciencias Políticas y de Sociología de la Universidad Autónoma de Barcelona. Miembro del Centro de Estudios Movimientos sobre Movimientos Sociales de la UPF. Su investigación y docencia se centran en la historia de las ideas, la filosofía moral y política, y la actuación y el pensamiento de los movimientos sociales. Es autor, entre otras obras, de Ola 15M. Diez años de movilización y cambio (Bellaterra ediciones, 2021), y 5 años de 15M. Movimientos sociales construyendo democracia (El Viejo Topo, 2015) La sesión será moderada por Laila Vivas y Maria Marcet, dos activistas ecologistas que han participado en varios movimientos sociales en Barcelona. Laila también es investigadora en el Centro Vasco para el Cambio Climático (BC3). Después de las presentaciones iniciales, habrá un tiempo de diálogo e intercambio con el público. Este evento también tendrá lugar online via Zoom (inscripción necesaria). Más información sobre Policy Dialogues: La serie Policy Dialogues (#policydialogues) forma parte de la iniciativa del JHU-UPF Public Policy Center para hacer más accesible e interdisciplinario el conocimiento sobre la elaboración de políticas públicas y sus efectos sobre la calidad de vida y bienestar de las sociedades. Su objetivo es explorar temas actuales de gran importancia, enfatizando las propuestas políticas y de cambio social. Con los Policy Dialogues se pretende alentar el diálogo entre personas de diferentes disciplinas y sectores de la sociedad, reconociendo todas las experiencias y puntos de vista como útiles para construir conocimiento democrático e informar los procesos de elaboración de políticas públicas. Twitter: @pubpolcenter",0,0,EUR,JHU-UPF Public Policy Center,https://schema.org/EventScheduled,2024-03-12T16:30:00Z,2024-03-12T18:30:00Z,Policy Dialogues: Criminalización del movimiento ecologista,El JHU-UPF Public Policy Center os invita a aprender y debatir sobre la actual criminalización del movimiento ecologista en España,https://www.eventbrite.es/e/policy-dialogues-criminalizacion-del-movimiento-ecologista-tickets-851608563137,barcelona,NA
1 hora 30 minutos,NA,"La neurociencia ha logrado que implantar recuerdos o prótesis neuronales y la posibilidad de leer la mente ya no sean un asunto de ciencia ficción, y todo ello es abordado de forma minuciosa en Cosas que nunca creeríais: De la ciencia ficción a la neurociencia (Debate).  ***  «Quiero hablarles de la revolución que estamos viviendo en relación con el funcionamiento del cerebro. Una revolución tan profunda, tan cercana a las raíces de nuestra propia esencia, que se nutre de las discusiones más trascendentales de la filosofía y, a la vez, tan atrapante, que ha disparado la imaginación de escritores futuristas, siendo una fuente inagotable de infinidad de películas de ciencia ficción».  El prestigioso físico y neurocientífico Rodrigo Quian Quiroga, descubridor de las neuronas de concepto (también llamadas de Jennifer Aniston, porque responden a estímulos tan específicos como la imagen de la actriz) abre en Cosas que nunca creeríais las puertas a un viaje fantástico hacia cómo los avances en la neurociencia están materializando imaginarios antes reservados para las películas de ciencia ficción: desde borrar recuerdos hasta implantar prótesis neuronales o leer la mente.  Así, películas como Origen, Blade Runner, 2001: Odisea en el espacio o El planeta de los simios se convierten en un fértil campo de trabajo, no exento de importantes retos filosóficos, para las decenas de científicos que, como Quian Quiroga, trabajan diariamente para aproximar la fantasía a la realidad.  ***  Rodrigo Quian Quiroga es profesor ICREA en el Instituto de Investigación del Hospital del Mar en Barcelona. Anteriormente fue director del Centro de Neurociencias de Sistemas y jefe de Bioingeniería en la Universidad de Leicester (Reino Unido). Estudió Física en la Universidad de Buenos Aires (Argentina) e hizo un doctorado en Matemáticas Aplicadas en Luebeck (Alemania). Entre otros, recibió un premio al investigador joven por parte de la Sociedad Americana de Epilepsia, y otro a la investigación científica de la fundación Wolfson y la Royal Society británica. Desde 2019 es miembro de la Academia de Ciencias Médicas del Reino Unido. Su interés científico se centra en los mecanismos neuronales de la percepción visual y la memoria, y en las bases del pensamiento humano y su inteligencia. Descubrió lo que se conoce como ""Neuronas de Concepto"" o ""Neuronas de Jennifer Aniston"" (que juegan un papel clave en la memoria y que hasta ahora no se han encontrado en otras especies), hallazgo que fue seleccionado entre las cien historias más relevantes del año por la revista Discover.   ",0,0,EUR,Llibreria Finestres,https://schema.org/EventScheduled,2024-03-12T18:00:00Z,2024-03-12T19:30:00Z,Finestres - Rodrigo Quian Quiroga,"Borrar recuerdos, implantar prótesis neuronales o leer la mente. No es ciencia ficción, es neurociencia.",https://www.eventbrite.es/e/entradas-finestres-rodrigo-quian-quiroga-844730480607,barcelona,NA
2 horas,NA,"Welcome to ""Advanced Angel Investing Terms: Deal Terms, Cap Table, Valuation, Due Diligence,"" where seasoned investors and enthusiasts gather to delve into the intricacies of startup investment. Throughout this event, we aim to provide a comprehensive exploration of critical elements in the investment process. The session kicks off with an overview of deal terms, deciphering the complexities that often accompany investment agreements. Our expert speakers will guide you through understanding, negotiating, and strategizing deal terms to optimize your investment portfolio. Moving forward, we'll unravel the mysteries of cap tables, offering practical insights into their creation, management, and impact on equity distribution. This segment aims to empower both new and experienced investors with the tools to navigate the financial structure of startup investments effectively. Valuation is a crucial aspect of any investment decision, and our event ensures a deep dive into various valuation methods. Gain a nuanced understanding of how valuation impacts investment choices and strategies, equipping you with the knowledge to make informed decisions. The event culminates in a detailed exploration of due diligence, providing you with the skills to conduct thorough assessments of potential investment opportunities. Learn the key factors to consider, questions to ask, and red flags to watch out for during the due diligence process. Expect engaging a panel discussion and networking opportunities with fellow investors. Whether you're a seasoned investor looking to refine your skills or a newcomer eager to navigate the complexities of startup investing, ""Advanced Startup Investing"" is your gateway to mastering the nuances of deal terms, cap tables, valuation, and due diligence. Join us for an insightful and empowering experience!",0,0,USD,Startup Investor Accelerator,https://schema.org/EventScheduled,2024-03-12T18:00:00Z,2024-03-12T20:00:00Z,"Advanced Angel Investing Terms: Deal terms, Cap table, Due Diligence, ect..","Master the intricacies of startup investing! Join us for an in-depth exploration of deal terms, cap tables, valuation, and due diligence",https://www.eventbrite.com/e/entradas-advanced-angel-investing-terms-deal-terms-cap-table-due-diligence-ect-806335500187,barcelona,NA
10 horas,NA,"¿Qué es Community OpenHack? Community OpenHack es más que un evento; es una convocatoria a desarrolladores, tanto experimentados como novatos, interesados en el ecosistema de Shopify. Nuestro objetivo es reunir comunidad para conectar, compartir , desarrollar soluciones innovadoras y fomentar la colaboración Open Source en proyectos eCommerce. ¿Por qué participar? ¿A quién está dirigido? Este evento es ideal para desarrolladores interesados en Shopify, desde aquellos que están dando sus primeros pasos hasta los más experimentados. Inscripción: La participación en Community OpenHack Barcelona es una oportunidad única para sumergirte en el mundo de Shopify y contribuir al futuro del comercio electrónico. Las plazas son limitadas, así que te invitamos a inscribirte cuanto antes para asegurar tu lugar. Requerimientos de inscripción al OpenHack Requerimientos de configuración e instalación de entorno local Requerimientos de conocimientos mínimos",0,0,EUR,Interactiv4,https://schema.org/EventScheduled,2024-03-12T09:30:00Z,2024-03-12T19:30:00Z,Community OpenHack 24 Barcelona,"Participa en Community OpenHack: conecta, aprende, comparte y contribuye. Innovación a tope, con la colaboración de Shopify. Power by i4",https://www.eventbrite.es/e/entradas-community-openhack-24-barcelona-837300306757,barcelona,NA
